Timestamp,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values
2025-03-09 01:43:00+00:00,8.555452116666666,8.8180884,7.2151082833333335,8.277513716666666,8.053813266666667,11.4846251,9.010977116666666,8.868235216666667,8.4211514,9.10608835,8.931426416666667,10.443544133333333,8.420897066666667,9.932226316666666,9.3444823,11.9120792
2025-03-09 01:48:00+00:00,24.484444466666666,24.737191466666665,23.1196504,24.230764783333335,23.98680553333333,27.393957683333333,24.94673915,24.75792505,24.353285816666666,25.029045433333334,24.85211036666667,26.35804265,24.365831683333333,25.863829866666666,25.2938883,27.859352383333334
2025-03-09 01:53:00+00:00,28.735587466666665,29.825367366666665,29.42769605,29.184577316666665,28.2876761,28.641680366666666,28.5046884,29.3990278,29.93587115,29.5335795,29.709800616666666,29.507541183333334,29.669170183333332,28.44041235,30.0694084,29.170196383333334
2025-03-09 01:58:00+00:00,26.62460965,30.2349392,27.848387933333335,27.798745183333335,25.336302233333335,27.118975766666665,26.406964633333335,27.34966825,28.574864116666667,27.59088965,28.360958616666668,27.838590016666668,28.071560016666666,26.2226341,29.345652883333333,27.193333133333333
2025-03-09 02:03:00+00:00,25.1990007,30.083981666666666,26.7971393,25.88658858333333,22.533218183333332,26.07702665,24.728370316666666,25.781507133333335,27.31213785,26.101898783333333,28.284065583333334,26.564845183333333,26.067164066666667,30.732355533333333,28.480803966666667,25.27338445
2025-03-09 02:08:00+00:00,23.365552833333332,28.8579754,25.000471033333334,23.9716708,19.77349535,24.743030083333334,23.804086016666666,23.798360466666665,25.8173991,24.406062033333335,27.673894716666666,25.0728053,24.214923716666668,31.672438883333335,27.57131535,23.147166833333333
2025-03-09 02:13:00+00:00,21.101689383333333,27.632069733333335,23.10040805,21.95224075,16.906288916666668,23.030423916666667,22.904449466666666,21.822027283333334,24.1409332,22.176736783333332,28.379281166666665,23.51830886666667,22.351039216666667,30.3792624,26.668652883333333,20.754362933333333
2025-03-09 02:18:00+00:00,18.724605816666667,26.20384485,21.1230635,19.981651133333333,14.027486883333333,21.30705485,22.109357733333333,19.94762985,22.391665083333333,19.92509705,29.1766873,21.8782277,20.304654816666666,29.066777166666668,25.52268385,18.0218676
2025-03-09 02:23:00+00:00,16.359470783333332,24.210393033333332,19.071747866666666,18.101603633333333,11.010505533333333,19.710625483333335,20.980894383333332,17.9834372,20.6981728,17.552657283333332,27.969081683333332,20.23799118333333,18.7011481,27.048684166666668,24.163480083333333,15.1357231
2025-03-09 02:28:00+00:00,14.04392845,22.304567433333332,17.103407666666666,16.36896865,8.082485683333333,18.126335466666667,19.62607335,16.0898505,19.006119833333333,15.33546985,26.475712916666666,18.58511328333333,16.737294666666667,24.92808258333333,22.679792316666667,12.281601333333333
2025-03-09 02:33:00+00:00,11.6571057,20.3111852,14.990801883333333,14.443953066666667,5.12172235,16.48338625,18.850203366666666,14.163422366666667,17.366060033333333,13.953085433333333,24.973082866666665,16.971706766666667,14.609733183333333,22.705918266666668,21.047061016666667,9.787174666666667
2025-03-09 02:38:00+00:00,9.402076916666667,18.583078783333335,12.981574733333334,12.566790833333334,6.763211233333333,14.9306434,17.390459483333334,12.476320566666667,15.727658466666666,12.511504366666667,23.136459533333333,15.39663505,12.786272,19.983458916666667,19.455333533333334,13.4219242
2025-03-09 02:43:00+00:00,19.668946816666665,22.8930807,20.753057583333334,20.74820795,19.5736369,22.163884583333335,23.643581466666667,21.342901233333333,20.60454195,21.11390865,22.877266183333333,22.41795906666667,21.39934765,24.437144383333333,23.048083283333334,23.73029915
2025-03-09 02:48:00+00:00,33.73810181666666,,32.733265116666665,33.602671533333336,33.66558678333333,,34.6634837,34.74539733333334,32.905432983333334,35.1626103,34.3846578,36.1476693,34.3968564,,35.43600598333333,
