Timestamp,Values,Values,Values,Values
2025-03-08 22:30:00+00:00,1.1645981833333334,1.0960016666666668,1.1307655666666667,1.0760745166666668
2025-03-08 22:35:00+00:00,7.004154466666667,2.5320122,5.6647691,3.1666376166666668
2025-03-08 22:40:00+00:00,16.943686183333334,17.03183885,16.95039625,18.0896712
2025-03-08 22:45:00+00:00,14.650222933333334,16.982124433333333,16.777549933333333,18.2491488
2025-03-08 22:50:00+00:00,17.672564816666668,16.54766245,16.200019583333333,18.3393342
2025-03-08 22:55:00+00:00,17.736122433333332,17.051820983333332,16.384963416666668,18.1014605
2025-03-08 23:00:00+00:00,17.4121828,16.944813733333334,16.502568116666666,18.15706691666667
2025-03-08 23:05:00+00:00,17.196065066666666,17.144180016666667,15.7866777,18.256070966666666
2025-03-08 23:10:00+00:00,17.29179918333333,17.388358333333333,16.076982966666666,18.181770866666668
2025-03-08 23:15:00+00:00,17.476894566666665,17.48393748333333,16.256152016666668,18.18068775
2025-03-08 23:20:00+00:00,17.28289566666667,17.66657725,16.940391733333332,18.15212025
2025-03-08 23:25:00+00:00,16.397179566666665,17.6464108,16.525381616666667,10.14288645
2025-03-08 23:30:00+00:00,5.175716966666666,7.6288689,9.461566166666667,4.64216665
