Timestamp,Values,Values,Values,Values
2025-03-09 03:04:00+00:00,0.1380216783364901,2.292554791053661,0.07338057314286921,2.4317441743749546
2025-03-09 03:09:00+00:00,6.110333333333332,8.387000744465741,6.604000000000001,8.108999999999998
2025-03-09 03:14:00+00:00,50.035666311176286,50.042,50.04566666666666,50.041
2025-03-09 03:19:00+00:00,50.04866666666666,50.04833335556195,50.05466666666667,50.03733353341333
2025-03-09 03:24:00+00:00,50.037666266706665,50.0371667638969,50.04666666666667,50.038999999999994
2025-03-09 03:29:00+00:00,50.03933220568184,50.04533332223148,50.053666666666665,50.038666300130004
2025-03-09 03:34:00+00:00,50.03082477943233,50.038833413894494,50.04433321667203,50.034666666666666
2025-03-09 03:39:00+00:00,50.0395304324213,50.04866669445167,50.051,50.03766666683333
2025-03-09 03:44:00+00:00,50.02883336951264,50.04016668056162,50.04066666666667,50.03600020012
2025-03-09 03:49:00+00:00,50.04216606424078,50.045499813894864,50.04233333333333,50.04166683354333
2025-03-09 03:54:00+00:00,50.033887879780245,49.885277902779855,50.038333333333334,49.7494166084386
