Timestamp,Values,Values,Values,Values,Values,Values,Values,Values
2025-03-08 23:57:00+00:00,1.0054763833333333,1.0203550166666666,1.03616955,1.0218433,1.0163460666666666,1.0173913166666666,1.0531248,0.9853474833333333
2025-03-09 00:02:00+00:00,0.07786493333333333,0.1003822,0.07662596666666667,0.07932938333333334,0.08108866666666667,0.07533703333333333,0.07461598333333333,0.07376623333333333
2025-03-09 00:07:00+00:00,8.593968716666666,9.25952875,9.056007566666667,6.436890883333334,10.3030381,9.423796966666666,11.192301933333333,9.91570145
2025-03-09 00:12:00+00:00,16.98504265,18.411509083333332,17.060988233333333,14.134722,18.397123666666666,18.4367137,13.387489633333333,17.9719732
2025-03-09 00:17:00+00:00,16.970267,18.442482516666665,17.098254666666666,15.30138705,18.31691275,18.203705183333334,15.66133925,18.08734945
2025-03-09 00:22:00+00:00,16.926363983333335,18.019620716666665,17.187085716666665,17.3708738,18.453262133333332,18.3854803,15.808612383333333,17.93681685
2025-03-09 00:27:00+00:00,17.130626983333332,17.751273116666667,16.961368933333333,17.04977535,18.5296114,18.218689716666667,16.100435716666667,18.0111118
2025-03-09 00:32:00+00:00,17.416926266666668,18.055177966666665,16.9833535,17.639681183333334,18.490039366666668,18.509052683333334,16.137531666666668,17.981776883333332
2025-03-09 00:37:00+00:00,17.491644016666665,18.429716783333333,17.3528443,17.7988325,18.48731875,18.6561149,17.268145983333334,17.87916583333333
2025-03-09 00:42:00+00:00,17.737194466666665,18.067348183333333,17.177702066666665,17.85137155,18.319160133333334,18.808855583333333,17.445721083333332,18.10278155
2025-03-09 00:47:00+00:00,17.875369483333333,18.175293116666666,17.232495183333334,17.912239766666666,17.9769281,18.7982396,17.5142568,18.067184516666668
2025-03-09 00:52:00+00:00,17.752102616666665,18.14729055,17.4111622,18.11294055,17.932317916666666,15.959797933333334,17.584569383333335,18.04085965
2025-03-09 00:57:00+00:00,13.6530864,7.416545583333333,15.667767333333334,17.483779266666666,6.530667,5.64165855,17.59909795,9.052249366666667
2025-03-09 01:02:00+00:00,3.8436789333333334,2.54859795,4.2508958,4.9898692166666665,2.064142583333333,2.4750017166666667,,1.9024626666666666
