Timestamp,Values,Values,Values,Values,Values,Values,Values,Values
2025-03-08 23:57:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:02:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:07:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:12:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:17:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:22:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:27:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:32:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:37:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:42:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:47:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:52:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:57:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 01:02:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
