Timestamp,Values,Values,Values,Values,Values,Values,Values,Values
2025-03-08 23:57:00+00:00,5.109083616666667,5.59911165,5.645803783333333,5.866370033333333,6.111867266666667,5.129488683333333,8.5743952,6.045799183333333
2025-03-09 00:02:00+00:00,21.05804535,21.55152945,21.572804483333332,21.774827316666666,22.0290186,21.052338316666667,24.493859216666667,21.97699295
2025-03-09 00:07:00+00:00,28.46471663333333,28.247094033333333,28.51333025,31.369936433333333,27.722353833333333,27.635048016666666,29.31222395,28.058038166666666
2025-03-09 00:12:00+00:00,27.449113983333334,25.85062495,27.446582016666667,33.213774433333334,25.335150166666665,25.191134316666666,31.89806765,26.085211633333333
2025-03-09 00:17:00+00:00,26.477726983333334,23.410382433333332,26.358780683333332,33.90220071666667,23.009544083333335,22.991322466666666,32.23038173333333,24.008902183333333
2025-03-09 00:22:00+00:00,25.560216333333333,21.38473505,25.1643883,32.539006916666665,20.55788195,20.602162166666666,32.428702683333334,22.059712
2025-03-09 00:27:00+00:00,24.452682683333332,19.640501933333333,24.206806033333333,31.480858233333333,18.02507055,18.387205783333332,32.3212803,20.0511602
2025-03-09 00:32:00+00:00,23.04770308333333,17.566870633333334,23.219185866666667,29.851043716666666,15.536151183333333,15.8778331,32.183801966666664,18.06671665
2025-03-09 00:37:00+00:00,21.5105124,15.19747385,21.8716749,28.066717883333332,13.059392433333333,13.2297182,30.937895983333334,16.188350816666667
2025-03-09 00:42:00+00:00,19.777957933333333,13.102659,20.693332833333333,26.194013,10.7328723,10.423529283333334,29.464121566666666,14.088609266666667
2025-03-09 00:47:00+00:00,17.900135116666668,10.899259216666668,19.465530983333334,24.318413233333334,8.7541842,7.61083635,27.963091433333332,12.02126475
2025-03-09 00:52:00+00:00,16.1678725,8.753088666666667,18.049622116666665,22.166646016666668,6.8252262833333335,7.651625083333333,26.41820205,9.985258433333334
2025-03-09 00:57:00+00:00,18.492972766666668,17.311903083333334,18.382174783333333,20.68318675,16.299359283333335,18.016259866666665,24.7823041,16.9250624
2025-03-09 01:02:00+00:00,30.653667166666665,30.794825133333333,30.13602565,31.7084642,30.2257767,31.53837815,,31.025213066666666
